Months,Observed_State,Explained_State,State_Name,Feature,Feature_Value,SHAP_Value
2018-05-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.424411225461387,-0.011162212853668248
2018-05-01,3,1,Diatom-associated early-year state,MHW_CumInt,3.48707519779004,-0.15997615975524584
2018-06-01,2,1,Diatom-associated early-year state,SST,20.87104,-0.6197250319997166
2018-06-01,2,1,Diatom-associated early-year state,NO3,4.692647,-0.1755056520747006
2018-06-01,2,1,Diatom-associated early-year state,PO4,0.01586991,-0.013471200465449746
2018-06-01,2,1,Diatom-associated early-year state,SPCo2,43.23826,-0.1400259726607247
2018-06-01,2,1,Diatom-associated early-year state,MLD,10.76938,0.5201855353425385
2018-06-01,2,1,Diatom-associated early-year state,SSS,31.81951,-0.43056746746007957
2018-06-01,2,1,Diatom-associated early-year state,SSH,0.276731,-0.2393723682852921
2018-06-01,2,1,Diatom-associated early-year state,PAR,46.54306,0.14905597490974207
2018-06-01,2,1,Diatom-associated early-year state,PDO,-0.65,-0.060550691100687545
2018-06-01,2,1,Diatom-associated early-year state,NINO_3.4,0.12,-0.008873435315950081
2018-06-01,2,1,Diatom-associated early-year state,WPI,-0.44,-0.041153120211965974
2018-06-01,2,1,Diatom-associated early-year state,MHW_MeanInt,1.6840052510158994,0.06677285806917335
2018-06-01,2,1,Diatom-associated early-year state,MHW_MaxInt,2.3617158860606247,0.056767414132128935
2018-06-01,2,1,Diatom-associated early-year state,MHW_CumInt,44.954996240525816,0.1548204342719581
2018-07-01,2,1,Diatom-associated early-year state,SST,24.95535,-0.6456872512505736
2018-07-01,2,1,Diatom-associated early-year state,NO3,5.052289,-0.16101162456256363
2018-07-01,2,1,Diatom-associated early-year state,PO4,0.01540432,-0.003989604860206908
2018-07-01,2,1,Diatom-associated early-year state,SPCo2,44.67965,-0.15659348127880085
2018-07-01,2,1,Diatom-associated early-year state,MLD,10.5829,0.7493991094883647
2018-07-01,2,1,Diatom-associated early-year state,SSS,31.47992,-0.4348150341960255
2018-07-01,2,1,Diatom-associated early-year state,SSH,0.3209659,-0.3099554563041987
2018-07-01,2,1,Diatom-associated early-year state,PAR,50.18477,0.15673283107443114
2018-07-01,2,1,Diatom-associated early-year state,PDO,-0.01,0.11290360224280559
2018-07-01,2,1,Diatom-associated early-year state,NINO_3.4,0.27,-0.02841621702626702
2018-07-01,2,1,Diatom-associated early-year state,WPI,-0.81,-0.04445102166609742
2018-07-01,2,1,Diatom-associated early-year state,MHW_MeanInt,0.5061317696246569,0.048140245895506244
2018-07-01,2,1,Diatom-associated early-year state,MHW_MaxInt,0.6202320222793107,0.03700476038884107
2018-07-01,2,1,Diatom-associated early-year state,MHW_CumInt,7.239517113188119,0.2153061012472777
2018-08-01,2,1,Diatom-associated early-year state,SST,27.43576,-0.8974884950684663
2018-08-01,2,1,Diatom-associated early-year state,NO3,4.458508,-0.18966463628592287
2018-08-01,2,1,Diatom-associated early-year state,PO4,0.0156309,-0.014112378039313674
2018-08-01,2,1,Diatom-associated early-year state,SPCo2,44.56211,-0.14017485604644828
2018-08-01,2,1,Diatom-associated early-year state,MLD,11.80913,-0.7060770017328827
2018-08-01,2,1,Diatom-associated early-year state,SSS,31.42914,-0.5322560141443519
2018-08-01,2,1,Diatom-associated early-year state,SSH,0.3834228,-0.2319667023877034
2018-08-01,2,1,Diatom-associated early-year state,PAR,47.35277,0.27714333614726894
2018-08-01,2,1,Diatom-associated early-year state,PDO,-0.24,0.14531693353751682
2018-08-01,2,1,Diatom-associated early-year state,NINO_3.4,0.05,-0.002931649721499509
2018-08-01,2,1,Diatom-associated early-year state,WPI,-1.38,0.011238171782344167
2018-08-01,2,1,Diatom-associated early-year state,MHW_MeanInt,0.5839794343840706,0.09172410089580561
2018-08-01,2,1,Diatom-associated early-year state,MHW_MaxInt,0.7039982859907801,0.09811784614829044
2018-08-01,2,1,Diatom-associated early-year state,MHW_CumInt,5.780090876397553,0.26367558481495945
2018-09-01,3,1,Diatom-associated early-year state,SST,25.73086,-1.282369801531054
2018-09-01,3,1,Diatom-associated early-year state,NO3,4.230765,-0.4319543140002954
2018-09-01,3,1,Diatom-associated early-year state,PO4,0.01444529,-0.06382909552473334
2018-09-01,3,1,Diatom-associated early-year state,SPCo2,39.82151,-0.3480875557540814
2018-09-01,3,1,Diatom-associated early-year state,MLD,14.61408,-0.8446152218119655
2018-09-01,3,1,Diatom-associated early-year state,SSS,31.4808,-0.7830693688962043
2018-09-01,3,1,Diatom-associated early-year state,SSH,0.3798156,-0.5880898827498556
2018-09-01,3,1,Diatom-associated early-year state,PAR,37.1953,-0.439329328499619
2018-09-01,3,1,Diatom-associated early-year state,PDO,-0.35,0.07271841826392737
2018-09-01,3,1,Diatom-associated early-year state,NINO_3.4,0.3,-0.14286911888221246
2018-09-01,3,1,Diatom-associated early-year state,WPI,-1.78,0.04699473993710825
2018-09-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.0048159692406444,-0.009930428453776695
2018-09-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.0054693198676547,0.0003999894097523242
2018-09-01,3,1,Diatom-associated early-year state,MHW_CumInt,0.0247504610505105,-0.15242450424436596
2018-10-01,3,1,Diatom-associated early-year state,SST,21.54781,-1.3133142240316873
2018-10-01,3,1,Diatom-associated early-year state,NO3,3.206622,-0.3018327077591115
2018-10-01,3,1,Diatom-associated early-year state,PO4,0.01641703,-0.08189150528741834
2018-10-01,3,1,Diatom-associated early-year state,SPCo2,34.30533,-0.20087689097169215
2018-10-01,3,1,Diatom-associated early-year state,MLD,24.29105,-0.8784205389980554
2018-10-01,3,1,Diatom-associated early-year state,SSS,31.95915,-0.78445404691869
2018-10-01,3,1,Diatom-associated early-year state,SSH,0.3296569,-0.45056903549832644
2018-10-01,3,1,Diatom-associated early-year state,PAR,30.94508,-0.4576163903977574
2018-10-01,3,1,Diatom-associated early-year state,PDO,-0.57,-0.10157291408440468
2018-10-01,3,1,Diatom-associated early-year state,NINO_3.4,0.84,-0.2648275637320483
2018-10-01,3,1,Diatom-associated early-year state,WPI,-1.14,-0.04074995515941939
2018-10-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.3129535396548039,-0.08105800385868697
2018-10-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.4604752735238746,-0.02024229180041501
2018-10-01,3,1,Diatom-associated early-year state,MHW_CumInt,5.852421085546238,0.3281858153442228
2018-11-01,2,1,Diatom-associated early-year state,SST,18.05849,-1.2100254356134716
2018-11-01,2,1,Diatom-associated early-year state,NO3,2.781609,0.2361643706779206
2018-11-01,2,1,Diatom-associated early-year state,PO4,0.02131514,0.018975137500892744
2018-11-01,2,1,Diatom-associated early-year state,SPCo2,30.79195,-0.02896731371420828
2018-11-01,2,1,Diatom-associated early-year state,MLD,27.91416,-0.36996673220226367
2018-11-01,2,1,Diatom-associated early-year state,SSS,32.19113,-0.3204011892231569
2018-11-01,2,1,Diatom-associated early-year state,SSH,0.3428391,-0.2173479542707217
2018-11-01,2,1,Diatom-associated early-year state,PAR,20.46143,0.3530001703482846
2018-11-01,2,1,Diatom-associated early-year state,PDO,-0.69,0.007841939711871538
2018-11-01,2,1,Diatom-associated early-year state,NINO_3.4,1.0,-0.26892992764365325
2018-11-01,2,1,Diatom-associated early-year state,WPI,-0.61,-0.012212371909762001
2018-11-01,2,1,Diatom-associated early-year state,MHW_MeanInt,0.5183466505796488,0.14940277848650957
2018-11-01,2,1,Diatom-associated early-year state,MHW_MaxInt,0.6822626697252815,0.19247642891257905
2018-11-01,2,1,Diatom-associated early-year state,MHW_CumInt,4.280779773466974,0.32167464727965284
2018-12-01,1,1,Diatom-associated early-year state,SST,14.78516,1.1494294873022546
2018-12-01,1,1,Diatom-associated early-year state,NO3,2.139595,0.47288941805048545
2018-12-01,1,1,Diatom-associated early-year state,PO4,0.03777536,0.1451115642909531
2018-12-01,1,1,Diatom-associated early-year state,SPCo2,28.21298,0.1146889445862651
2018-12-01,1,1,Diatom-associated early-year state,MLD,34.07256,-0.07989646338269714
2018-12-01,1,1,Diatom-associated early-year state,SSS,32.43575,0.6271284357108111
2018-12-01,1,1,Diatom-associated early-year state,SSH,0.3576584,-0.1402829563726686
2018-12-01,1,1,Diatom-associated early-year state,PAR,13.96999,0.39214188257871746
2018-12-01,1,1,Diatom-associated early-year state,PDO,-0.21,0.3456351591856362
2018-12-01,1,1,Diatom-associated early-year state,NINO_3.4,0.97,-0.21813041028845873
2018-12-01,1,1,Diatom-associated early-year state,WPI,0.11,0.04415362185375889
2018-12-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.3956135952696268,0.14387205638729866
2018-12-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.5405428998476298,0.12072095897440599
2018-12-01,1,1,Diatom-associated early-year state,MHW_CumInt,8.909207062072685,0.5633586065683214
2019-01-01,1,1,Diatom-associated early-year state,SST,11.33342,1.2005691585276048
2019-01-01,1,1,Diatom-associated early-year state,NO3,1.603832,0.4975675874064825
2019-01-01,1,1,Diatom-associated early-year state,PO4,0.05799674,0.1393599233351727
2019-01-01,1,1,Diatom-associated early-year state,SPCo2,25.65638,0.1924773488140442
2019-01-01,1,1,Diatom-associated early-year state,MLD,41.40893,0.1108434232246893
2019-01-01,1,1,Diatom-associated early-year state,SSS,32.55126,0.7492005150619935
2019-01-01,1,1,Diatom-associated early-year state,SSH,0.2886494,-0.0935367247154899
2019-01-01,1,1,Diatom-associated early-year state,PAR,17.91958,0.3899925315196082
2019-01-01,1,1,Diatom-associated early-year state,PDO,-0.34,0.34912400081205874
2019-01-01,1,1,Diatom-associated early-year state,NINO_3.4,0.51,-0.2378609406587933
2019-01-01,1,1,Diatom-associated early-year state,WPI,1.05,0.02799182209244042
2019-01-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.2425090710482615,-0.009771837381179522
2019-01-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.3225022720363683,0.06137335683152198
2019-01-01,1,1,Diatom-associated early-year state,MHW_CumInt,4.026356406810829,0.31628789483182373
2019-02-01,1,1,Diatom-associated early-year state,SST,10.04073,1.1151091302608014
2019-02-01,1,1,Diatom-associated early-year state,NO3,1.447822,0.27521568803038743
2019-02-01,1,1,Diatom-associated early-year state,PO4,0.06111008,0.15502149063785073
2019-02-01,1,1,Diatom-associated early-year state,SPCo2,25.33229,0.2058617488378629
2019-02-01,1,1,Diatom-associated early-year state,MLD,38.27085,0.09060310937038557
2019-02-01,1,1,Diatom-associated early-year state,SSS,32.63404,0.8481085513701473
2019-02-01,1,1,Diatom-associated early-year state,SSH,0.2215559,0.009446002490439495
2019-02-01,1,1,Diatom-associated early-year state,PAR,20.46027,0.3748764451083914
2019-02-01,1,1,Diatom-associated early-year state,PDO,-0.72,0.1321487348423205
2019-02-01,1,1,Diatom-associated early-year state,NINO_3.4,0.62,-0.10526520990307277
2019-02-01,1,1,Diatom-associated early-year state,WPI,2.09,0.07679240364376273
2019-02-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.3901975909369933,0.14009214651975127
2019-02-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.5252935925098052,0.1449741439851515
2019-02-01,1,1,Diatom-associated early-year state,MHW_CumInt,10.562843797313612,0.6278642690970428
2019-03-01,1,1,Diatom-associated early-year state,SST,10.47788,1.3008856471868528
2019-03-01,1,1,Diatom-associated early-year state,NO3,1.616115,0.44960699768562
2019-03-01,1,1,Diatom-associated early-year state,PO4,0.03943512,0.10000956475462382
2019-03-01,1,1,Diatom-associated early-year state,SPCo2,26.71026,0.1354213656980115
2019-03-01,1,1,Diatom-associated early-year state,MLD,23.39373,-0.2542305226318243
2019-03-01,1,1,Diatom-associated early-year state,SSS,32.66556,1.1171423806319134
2019-03-01,1,1,Diatom-associated early-year state,SSH,0.2134554,0.2758939474445102
2019-03-01,1,1,Diatom-associated early-year state,PAR,33.44122,-0.06140233253727138
2019-03-01,1,1,Diatom-associated early-year state,PDO,-0.39,0.359269145421777
2019-03-01,1,1,Diatom-associated early-year state,NINO_3.4,0.81,-0.05841346723018595
2019-03-01,1,1,Diatom-associated early-year state,WPI,0.88,0.12492291775824262
2019-03-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.4692214584786899,0.10196951975082863
2019-03-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.5933591118586262,0.06747326725488152
2019-03-01,1,1,Diatom-associated early-year state,MHW_CumInt,5.701033773857812,0.27000907228300597
2019-04-01,1,1,Diatom-associated early-year state,SST,12.70382,1.5489136699278911
2019-04-01,1,1,Diatom-associated early-year state,NO3,1.928897,0.4813012574671859
2019-04-01,1,1,Diatom-associated early-year state,PO4,0.02177128,0.06015630882216472
2019-04-01,1,1,Diatom-associated early-year state,SPCo2,30.19135,0.31250833433997177
2019-04-01,1,1,Diatom-associated early-year state,MLD,13.28528,-0.1389100003689958
2019-04-01,1,1,Diatom-associated early-year state,SSS,32.42841,0.7352413288320835
2019-04-01,1,1,Diatom-associated early-year state,SSH,0.2162941,0.3975833762889784
2019-04-01,1,1,Diatom-associated early-year state,PAR,39.76662,0.2623922057608815
2019-04-01,1,1,Diatom-associated early-year state,PDO,0.1,0.43165522072256435
2019-04-01,1,1,Diatom-associated early-year state,NINO_3.4,0.67,-0.06623008495916802
2019-04-01,1,1,Diatom-associated early-year state,WPI,-1.3,0.03928667647745952
2019-04-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.1999677101998945,-0.03421552222399411
2019-04-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.2616295715508786,0.004718416853407362
2019-04-01,1,1,Diatom-associated early-year state,MHW_CumInt,2.648240010165926,0.05895054162744209
2019-05-01,3,1,Diatom-associated early-year state,SST,16.50236,-0.9751705189824665
2019-05-01,3,1,Diatom-associated early-year state,NO3,2.55833,0.05545909096233772
2019-05-01,3,1,Diatom-associated early-year state,PO4,0.01665784,-0.09082472755862891
2019-05-01,3,1,Diatom-associated early-year state,SPCo2,35.05199,-0.19523777465590325
2019-05-01,3,1,Diatom-associated early-year state,MLD,11.53117,-0.7805201769519519
2019-05-01,3,1,Diatom-associated early-year state,SSS,32.11206,-0.5577751016432626
2019-05-01,3,1,Diatom-associated early-year state,SSH,0.2469919,-0.2201607142840064
2019-05-01,3,1,Diatom-associated early-year state,PAR,48.49501,0.009495356647672848
2019-05-01,3,1,Diatom-associated early-year state,PDO,0.26,0.1258291051401058
2019-05-01,3,1,Diatom-associated early-year state,NINO_3.4,0.61,-0.18375505515155366
2019-05-01,3,1,Diatom-associated early-year state,WPI,-0.63,-0.08203229492247628
2019-05-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.3218434778198453,-0.06973448959333763
2019-05-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.4192784715341252,-0.04135270331254928
2019-05-01,3,1,Diatom-associated early-year state,MHW_CumInt,5.522769423970183,-0.07802448451132576
2019-06-01,2,1,Diatom-associated early-year state,SST,20.34853,-0.6465301355696723
2019-06-01,2,1,Diatom-associated early-year state,NO3,3.265489,-0.07435398368022923
2019-06-01,2,1,Diatom-associated early-year state,PO4,0.01678913,0.007679044727654525
2019-06-01,2,1,Diatom-associated early-year state,SPCo2,40.17868,-0.21509153468824407
2019-06-01,2,1,Diatom-associated early-year state,MLD,10.71416,0.5728435805779737
2019-06-01,2,1,Diatom-associated early-year state,SSS,31.79374,-0.47249416513204134
2019-06-01,2,1,Diatom-associated early-year state,SSH,0.260858,-0.10128813345027401
2019-06-01,2,1,Diatom-associated early-year state,PAR,47.15538,0.17361781934873807
2019-06-01,2,1,Diatom-associated early-year state,PDO,-0.05,0.14027335402885238
2019-06-01,2,1,Diatom-associated early-year state,NINO_3.4,0.66,-0.0458293031136611
2019-06-01,2,1,Diatom-associated early-year state,WPI,-1.92,0.04981334292768391
2019-06-01,2,1,Diatom-associated early-year state,MHW_MeanInt,0.6486416429352297,0.07208680231930471
2019-06-01,2,1,Diatom-associated early-year state,MHW_MaxInt,0.8428768731317627,0.03985778362975536
2019-06-01,2,1,Diatom-associated early-year state,MHW_CumInt,12.662483799703448,0.17156918933181586
2019-07-01,2,1,Diatom-associated early-year state,SST,24.31108,-0.6487251201554803
2019-07-01,2,1,Diatom-associated early-year state,NO3,4.231383,-0.15871138265712365
2019-07-01,2,1,Diatom-associated early-year state,PO4,0.0152322,-0.009978208311528023
2019-07-01,2,1,Diatom-associated early-year state,SPCo2,43.853,-0.15128956585348638
2019-07-01,2,1,Diatom-associated early-year state,MLD,10.29777,0.7125446663509422
2019-07-01,2,1,Diatom-associated early-year state,SSS,31.47675,-0.43761181646987846
2019-07-01,2,1,Diatom-associated early-year state,SSH,0.3005702,-0.2779010500239359
2019-07-01,2,1,Diatom-associated early-year state,PAR,46.24289,0.15735071109606572
2019-07-01,2,1,Diatom-associated early-year state,PDO,0.54,0.2080066594136436
2019-07-01,2,1,Diatom-associated early-year state,NINO_3.4,0.41,-0.028913623938506248
2019-07-01,2,1,Diatom-associated early-year state,WPI,-0.27,-0.043644835033562326
2019-07-01,2,1,Diatom-associated early-year state,MHW_MeanInt,0.6392787016379742,0.06248962968952128
2019-07-01,2,1,Diatom-associated early-year state,MHW_MaxInt,0.7872942896240662,0.04614222571477694
2019-07-01,2,1,Diatom-associated early-year state,MHW_CumInt,6.020508436329557,0.20791646865767308
2019-08-01,3,1,Diatom-associated early-year state,SST,26.92452,-1.2852958407890747
2019-08-01,3,1,Diatom-associated early-year state,NO3,4.414184,-0.26992969356685137
2019-08-01,3,1,Diatom-associated early-year state,PO4,0.0136453,-0.06085291469779174
2019-08-01,3,1,Diatom-associated early-year state,SPCo2,44.38897,-0.2697494812298827
2019-08-01,3,1,Diatom-associated early-year state,MLD,11.39305,-0.8522225280010801
2019-08-01,3,1,Diatom-associated early-year state,SSS,31.23234,-0.6807188968190978
2019-08-01,3,1,Diatom-associated early-year state,SSH,0.3237593,-0.5175840949325503
2019-08-01,3,1,Diatom-associated early-year state,PAR,45.9396,0.17659734798330015
2019-08-01,3,1,Diatom-associated early-year state,PDO,0.01,0.07310641200674854
2019-08-01,3,1,Diatom-associated early-year state,NINO_3.4,0.19,-0.12943097343393034
2019-08-01,3,1,Diatom-associated early-year state,WPI,-2.19,-0.030954608952080687
2019-08-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.2642902177393917,-0.08253733457659973
2019-08-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.3154758403127095,-0.04856910642799204
2019-08-01,3,1,Diatom-associated early-year state,MHW_CumInt,2.3415950849364227,-0.17479324423586942
2019-09-01,3,1,Diatom-associated early-year state,SST,25.00072,-1.0828100184333111
2019-09-01,3,1,Diatom-associated early-year state,NO3,3.807632,-0.29084032076916916
2019-09-01,3,1,Diatom-associated early-year state,PO4,0.01137811,0.07913674900884972
2019-09-01,3,1,Diatom-associated early-year state,SPCo2,39.94406,-0.33995080223166335
2019-09-01,3,1,Diatom-associated early-year state,MLD,15.22297,-0.8740225140125931
2019-09-01,3,1,Diatom-associated early-year state,SSS,31.44908,-0.6932285130367682
2019-09-01,3,1,Diatom-associated early-year state,SSH,0.353572,-0.48860510738011115
2019-09-01,3,1,Diatom-associated early-year state,PAR,37.695,-0.4262948868880143
2019-09-01,3,1,Diatom-associated early-year state,PDO,0.13,0.10020987085025784
2019-09-01,3,1,Diatom-associated early-year state,NINO_3.4,0.11,-0.11275717816654313
2019-09-01,3,1,Diatom-associated early-year state,WPI,0.86,0.06256175028615037
2019-09-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.1862462831087638,-0.08627651532291765
2019-09-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.2734686992624994,-0.04492479819477555
2019-09-01,3,1,Diatom-associated early-year state,MHW_CumInt,5.45128390701948,0.09984315118861843
2019-10-01,3,1,Diatom-associated early-year state,SST,22.19735,-1.2937151061858259
2019-10-01,3,1,Diatom-associated early-year state,NO3,3.397273,-0.33587015894209415
2019-10-01,3,1,Diatom-associated early-year state,PO4,0.0178191,-0.08060135668624877
2019-10-01,3,1,Diatom-associated early-year state,SPCo2,35.40394,-0.23981979776634343
2019-10-01,3,1,Diatom-associated early-year state,MLD,23.80107,-0.8835185128959596
2019-10-01,3,1,Diatom-associated early-year state,SSS,31.74935,-0.7573397114684187
2019-10-01,3,1,Diatom-associated early-year state,SSH,0.3907209,-0.48478458748511954
2019-10-01,3,1,Diatom-associated early-year state,PAR,30.07841,-0.507093915649163
2019-10-01,3,1,Diatom-associated early-year state,PDO,-0.9,-0.20545713259436027
2019-10-01,3,1,Diatom-associated early-year state,NINO_3.4,0.55,-0.25926746838622294
2019-10-01,3,1,Diatom-associated early-year state,WPI,-0.81,-0.043840259059365984
2019-10-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.2278746195403251,-0.09166923347196271
2019-10-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.3020362520408734,-0.05232055773998463
2019-10-01,3,1,Diatom-associated early-year state,MHW_CumInt,2.744408533308567,-0.15243790184571585
2019-11-01,3,1,Diatom-associated early-year state,SST,18.30969,-1.380584797473064
2019-11-01,3,1,Diatom-associated early-year state,NO3,3.070642,-0.1558223842813094
2019-11-01,3,1,Diatom-associated early-year state,PO4,0.02661196,0.005701693673854671
2019-11-01,3,1,Diatom-associated early-year state,SPCo2,31.30397,-0.12579274365891702
2019-11-01,3,1,Diatom-associated early-year state,MLD,30.54651,-0.5211535983977847
2019-11-01,3,1,Diatom-associated early-year state,SSS,32.12033,-0.7004861971461914
2019-11-01,3,1,Diatom-associated early-year state,SSH,0.3208446,-0.39629380311614454
2019-11-01,3,1,Diatom-associated early-year state,PAR,21.44509,-0.09918101941402258
2019-11-01,3,1,Diatom-associated early-year state,PDO,-0.49,-0.03118184839540443
2019-11-01,3,1,Diatom-associated early-year state,NINO_3.4,0.74,-0.3783996119806033
2019-11-01,3,1,Diatom-associated early-year state,WPI,-0.12,-0.05810324400373843
2019-11-01,3,1,Diatom-associated early-year state,MHW_MeanInt,0.3471760040899174,-0.021486908851199107
2019-11-01,3,1,Diatom-associated early-year state,MHW_MaxInt,0.4855328773474073,0.022043264118484607
2019-11-01,3,1,Diatom-associated early-year state,MHW_CumInt,13.207259284038033,0.40630104918183696
2019-12-01,1,1,Diatom-associated early-year state,SST,14.55685,1.11013849595894
2019-12-01,1,1,Diatom-associated early-year state,NO3,2.596895,0.19435454233765273
2019-12-01,1,1,Diatom-associated early-year state,PO4,0.04730387,0.2167485750025674
2019-12-01,1,1,Diatom-associated early-year state,SPCo2,28.03321,0.09428407532963028
2019-12-01,1,1,Diatom-associated early-year state,MLD,35.6441,-0.08377492008554206
2019-12-01,1,1,Diatom-associated early-year state,SSS,32.49611,0.6431458760124057
2019-12-01,1,1,Diatom-associated early-year state,SSH,0.2678824,-0.1101603639908314
2019-12-01,1,1,Diatom-associated early-year state,PAR,16.12826,0.38585039534159893
2019-12-01,1,1,Diatom-associated early-year state,PDO,0.0,0.35183255856697554
2019-12-01,1,1,Diatom-associated early-year state,NINO_3.4,0.51,-0.19315445132775758
2019-12-01,1,1,Diatom-associated early-year state,WPI,0.74,0.09688413364034586
2019-12-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.7422714398990806,0.17593968504465166
2019-12-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.968915388830481,0.19489217349324792
2019-12-01,1,1,Diatom-associated early-year state,MHW_CumInt,15.661640601662528,0.6811281969214003
2020-01-01,1,1,Diatom-associated early-year state,SST,12.00291,1.1725623070214897
2020-01-01,1,1,Diatom-associated early-year state,NO3,2.313589,0.3603604244360767
2020-01-01,1,1,Diatom-associated early-year state,PO4,0.05912294,0.2519574757413137
2020-01-01,1,1,Diatom-associated early-year state,SPCo2,26.69917,0.14295354606352045
2020-01-01,1,1,Diatom-associated early-year state,MLD,39.62627,0.12569630643409146
2020-01-01,1,1,Diatom-associated early-year state,SSS,32.68783,1.0920336555771772
2020-01-01,1,1,Diatom-associated early-year state,SSH,0.2971561,-0.041222664751723904
2020-01-01,1,1,Diatom-associated early-year state,PAR,15.33744,0.4375962846857518
2020-01-01,1,1,Diatom-associated early-year state,PDO,-1.41,-0.09588227259115106
2020-01-01,1,1,Diatom-associated early-year state,NINO_3.4,0.64,-0.12904876840807034
2020-01-01,1,1,Diatom-associated early-year state,WPI,0.69,0.05383653918752987
2020-01-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.5256908951925741,0.14981590817513776
2020-01-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.6961652960013773,0.19475257751701835
2020-01-01,1,1,Diatom-associated early-year state,MHW_CumInt,11.440019946965377,0.6728505577111743
2020-02-01,1,1,Diatom-associated early-year state,SST,10.28555,1.3029756856115506
2020-02-01,1,1,Diatom-associated early-year state,NO3,2.020594,0.4827819036957935
2020-02-01,1,1,Diatom-associated early-year state,PO4,0.04928588,0.2183930848901888
2020-02-01,1,1,Diatom-associated early-year state,SPCo2,26.46706,0.24846100606626068
2020-02-01,1,1,Diatom-associated early-year state,MLD,34.08411,-0.08133437867808208
2020-02-01,1,1,Diatom-associated early-year state,SSS,32.83029,1.2492211893784335
2020-02-01,1,1,Diatom-associated early-year state,SSH,0.2609283,-0.1389516888162332
2020-02-01,1,1,Diatom-associated early-year state,PAR,23.66989,0.11637436813744313
2020-02-01,1,1,Diatom-associated early-year state,PDO,-1.48,-0.12051779578631895
2020-02-01,1,1,Diatom-associated early-year state,NINO_3.4,0.48,0.009447366973711287
2020-02-01,1,1,Diatom-associated early-year state,WPI,1.46,0.10416440058464571
2020-02-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.8321928858360463,0.16603467317412815
2020-02-01,1,1,Diatom-associated early-year state,MHW_MaxInt,1.104176748435502,0.15651468762152168
2020-02-01,1,1,Diatom-associated early-year state,MHW_CumInt,18.596931551635308,0.5850741760222092
2020-03-01,1,1,Diatom-associated early-year state,SST,10.70586,1.4016037217952362
2020-03-01,1,1,Diatom-associated early-year state,NO3,2.013989,0.45142662273235834
2020-03-01,1,1,Diatom-associated early-year state,PO4,0.03139725,0.043477637191071505
2020-03-01,1,1,Diatom-associated early-year state,SPCo2,28.27134,0.20374033803833588
2020-03-01,1,1,Diatom-associated early-year state,MLD,24.23719,-0.2776887994977843
2020-03-01,1,1,Diatom-associated early-year state,SSS,32.73606,1.2712271675253546
2020-03-01,1,1,Diatom-associated early-year state,SSH,0.2047682,0.4141150395739145
2020-03-01,1,1,Diatom-associated early-year state,PAR,34.19953,-0.06494393343100453
2020-03-01,1,1,Diatom-associated early-year state,PDO,-1.75,-0.12249821287268921
2020-03-01,1,1,Diatom-associated early-year state,NINO_3.4,0.36,-0.08064522198559783
2020-03-01,1,1,Diatom-associated early-year state,WPI,1.29,-0.03004540589506838
2020-03-01,1,1,Diatom-associated early-year state,MHW_MeanInt,0.2797756691786224,-0.008864145264443906
2020-03-01,1,1,Diatom-associated early-year state,MHW_MaxInt,0.3577870795917012,0.060241057356058496
2020-03-01,1,1,Diatom-associated early-year state,MHW_CumInt,2.4477332717122926,0.012602726266501801
2020-04-01,3,1,Diatom-associated early-year state,SST,12.73056,1.1439834780349696
2020-04-01,3,1,Diatom-associated early-year state,NO3,2.281931,-0.05752410754008424
2020-04-01,3,1,Diatom-associated early-year state,PO4,0.01686143,-0.06719223833173923
2020-04-01,3,1,Diatom-associated early-year state,SPCo2,31.15261,-0.24716866051790717
2020-04-01,3,1,Diatom-associated early-year state,MLD,16.64023,-0.586963411559648
2020-04-01,3,1,Diatom-associated early-year state,SSS,32.61213,0.5595050250330933
2020-04-01,3,1,Diatom-associated early-year state,SSH,0.2263666,-0.15372471824732362
2020-04-01,3,1,Diatom-associated early-year state,PAR,45.16571,-0.6219124488761227
