Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,SPCo2,24.92982
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,SPCo2,26.52185
2013-04-01,2013,4,1,Diatom-associated early-year state,SPCo2,29.50529
2013-05-01,2013,5,1,Diatom-associated early-year state,SPCo2,35.85254
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,SPCo2,41.53366
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,SPCo2,43.8593
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,SPCo2,44.36195
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,SPCo2,38.75266
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,SPCo2,34.33633
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,SPCo2,30.18839
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,SPCo2,26.77407
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,SPCo2,25.19709
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,SPCo2,25.3521
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,SPCo2,26.96835
2014-04-01,2014,4,1,Diatom-associated early-year state,SPCo2,31.70635
2014-05-01,2014,5,1,Diatom-associated early-year state,SPCo2,36.22061
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,SPCo2,41.75652
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,SPCo2,43.77967
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,SPCo2,42.95845
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,SPCo2,39.77181
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,SPCo2,34.74911
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,SPCo2,30.96502
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,SPCo2,27.38779
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,SPCo2,25.7909
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,SPCo2,25.53375
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,SPCo2,27.03447
2015-04-01,2015,4,1,Diatom-associated early-year state,SPCo2,30.70882
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,SPCo2,36.30687
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,SPCo2,41.31195
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,SPCo2,42.59361
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,SPCo2,44.25109
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,SPCo2,40.04376
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,SPCo2,35.50474
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,SPCo2,31.92819
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,SPCo2,28.56054
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,SPCo2,26.68014
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,SPCo2,26.11281
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,SPCo2,28.07639
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,SPCo2,32.51889
2016-05-01,2016,5,1,Diatom-associated early-year state,SPCo2,37.12294
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,SPCo2,42.74236
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,SPCo2,44.97305
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,SPCo2,45.77676
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,SPCo2,40.06978
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,SPCo2,35.55563
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,SPCo2,31.33846
2016-12-01,2016,12,1,Diatom-associated early-year state,SPCo2,28.60183
2017-01-01,2017,1,1,Diatom-associated early-year state,SPCo2,27.11736
2017-02-01,2017,2,1,Diatom-associated early-year state,SPCo2,26.62646
2017-03-01,2017,3,1,Diatom-associated early-year state,SPCo2,28.23891
2017-04-01,2017,4,1,Diatom-associated early-year state,SPCo2,32.55318
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,SPCo2,38.17262
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,SPCo2,42.30684
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,SPCo2,46.61929
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,SPCo2,45.27369
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,SPCo2,39.75002
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,SPCo2,34.89152
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,SPCo2,30.84933
2017-12-01,2017,12,1,Diatom-associated early-year state,SPCo2,27.57291
2018-01-01,2018,1,1,Diatom-associated early-year state,SPCo2,26.16253
2018-02-01,2018,2,1,Diatom-associated early-year state,SPCo2,25.58652
2018-03-01,2018,3,1,Diatom-associated early-year state,SPCo2,28.30669
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,SPCo2,32.93754
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,SPCo2,38.37534
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,SPCo2,43.23826
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,SPCo2,44.67965
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,SPCo2,44.56211
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,SPCo2,39.82151
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,SPCo2,34.30533
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,SPCo2,30.79195
2018-12-01,2018,12,1,Diatom-associated early-year state,SPCo2,28.21298
2019-01-01,2019,1,1,Diatom-associated early-year state,SPCo2,25.65638
2019-02-01,2019,2,1,Diatom-associated early-year state,SPCo2,25.33229
2019-03-01,2019,3,1,Diatom-associated early-year state,SPCo2,26.71026
2019-04-01,2019,4,1,Diatom-associated early-year state,SPCo2,30.19135
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,SPCo2,35.05199
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,SPCo2,40.17868
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,SPCo2,43.853
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,SPCo2,44.38897
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,SPCo2,39.94406
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,SPCo2,35.40394
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,SPCo2,31.30397
2019-12-01,2019,12,1,Diatom-associated early-year state,SPCo2,28.03321
2020-01-01,2020,1,1,Diatom-associated early-year state,SPCo2,26.69917
2020-02-01,2020,2,1,Diatom-associated early-year state,SPCo2,26.46706
2020-03-01,2020,3,1,Diatom-associated early-year state,SPCo2,28.27134
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,SPCo2,31.15261
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,SPCo2,36.92435
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,SPCo2,42.94586
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,SPCo2,44.55256
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,SPCo2,45.36446
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,SPCo2,41.29739
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,SPCo2,35.9246
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,SPCo2,31.98554
2020-12-01,2020,12,1,Diatom-associated early-year state,SPCo2,28.44594
2021-01-01,2021,1,1,Diatom-associated early-year state,SPCo2,26.34422
2021-02-01,2021,2,1,Diatom-associated early-year state,SPCo2,26.8354
2021-03-01,2021,3,1,Diatom-associated early-year state,SPCo2,29.11419
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,SPCo2,32.87018
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,SPCo2,38.02328
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,SPCo2,43.4409
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,SPCo2,46.51037
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,SPCo2,45.48413
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,SPCo2,41.72075
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,SPCo2,37.00387
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,SPCo2,31.72246
2021-12-01,2021,12,1,Diatom-associated early-year state,SPCo2,28.56598
2022-01-01,2022,1,1,Diatom-associated early-year state,SPCo2,26.65482
2022-02-01,2022,2,1,Diatom-associated early-year state,SPCo2,26.13487
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,SPCo2,27.99734
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,SPCo2,32.32346
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,SPCo2,37.4152
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,SPCo2,42.47479
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,SPCo2,47.11713
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,SPCo2,46.68492
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,SPCo2,40.70458
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,SPCo2,35.38271
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,SPCo2,32.0809
2022-12-01,2022,12,1,Diatom-associated early-year state,SPCo2,28.6872
2003-01-01,2003,1,1,Diatom-associated early-year state,MLD,43.70361
2003-02-01,2003,2,1,Diatom-associated early-year state,MLD,36.24125
2003-03-01,2003,3,1,Diatom-associated early-year state,MLD,26.85569
2003-04-01,2003,4,1,Diatom-associated early-year state,MLD,12.03047
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,MLD,10.88174
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,MLD,10.70942
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,MLD,10.28391
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,MLD,10.77536
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,MLD,13.07886
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,MLD,22.12526
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,MLD,25.82172
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,MLD,37.02884
2004-01-01,2004,1,1,Diatom-associated early-year state,MLD,41.40466
2004-02-01,2004,2,1,Diatom-associated early-year state,MLD,32.8154
2004-03-01,2004,3,1,Diatom-associated early-year state,MLD,22.75871
2004-04-01,2004,4,1,Diatom-associated early-year state,MLD,13.00257
2004-05-01,2004,5,1,Diatom-associated early-year state,MLD,10.60486
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,MLD,10.81542
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,MLD,10.43177
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,MLD,11.41334
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,MLD,15.42297
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,MLD,23.89636
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,MLD,28.74349
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,MLD,35.698
2005-01-01,2005,1,1,Diatom-associated early-year state,MLD,44.78685
2005-02-01,2005,2,1,Diatom-associated early-year state,MLD,41.38416
2005-03-01,2005,3,1,Diatom-associated early-year state,MLD,28.92896
2005-04-01,2005,4,1,Diatom-associated early-year state,MLD,12.126
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,MLD,11.24856
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,MLD,10.50786
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,MLD,10.65074
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,MLD,11.25694
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,MLD,14.34584
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,MLD,21.9892
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,MLD,27.85691
2005-12-01,2005,12,1,Diatom-associated early-year state,MLD,40.11207
2006-01-01,2006,1,1,Diatom-associated early-year state,MLD,39.22375
2006-02-01,2006,2,1,Diatom-associated early-year state,MLD,36.88166
2006-03-01,2006,3,1,Diatom-associated early-year state,MLD,22.58713
2006-04-01,2006,4,1,Diatom-associated early-year state,MLD,13.59295
2006-05-01,2006,5,1,Diatom-associated early-year state,MLD,11.19547
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,MLD,10.57313
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,MLD,10.65521
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,MLD,10.66718
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,MLD,15.40674
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,MLD,19.95092
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,MLD,28.28891
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,MLD,35.36552
2007-01-01,2007,1,1,Diatom-associated early-year state,MLD,41.01209
2007-02-01,2007,2,1,Diatom-associated early-year state,MLD,33.12623
2007-03-01,2007,3,1,Diatom-associated early-year state,MLD,23.61643
2007-04-01,2007,4,1,Diatom-associated early-year state,MLD,14.71737
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,MLD,10.82759
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,MLD,10.4016
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,MLD,10.33064
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,MLD,10.96235
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,MLD,13.17772
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,MLD,21.02272
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,MLD,30.22313
2007-12-01,2007,12,1,Diatom-associated early-year state,MLD,36.1739
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,MLD,40.77784
2008-02-01,2008,2,1,Diatom-associated early-year state,MLD,42.73908
2008-03-01,2008,3,1,Diatom-associated early-year state,MLD,20.72254
2008-04-01,2008,4,1,Diatom-associated early-year state,MLD,12.6103
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,MLD,11.24879
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,MLD,10.54115
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,MLD,10.45675
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,MLD,11.2099
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,MLD,13.49127
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,MLD,19.87343
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,MLD,26.67353
2008-12-01,2008,12,1,Diatom-associated early-year state,MLD,34.30258
2009-01-01,2009,1,1,Diatom-associated early-year state,MLD,40.70953
2009-02-01,2009,2,1,Diatom-associated early-year state,MLD,31.99934
2009-03-01,2009,3,1,Diatom-associated early-year state,MLD,25.45867
2009-04-01,2009,4,1,Diatom-associated early-year state,MLD,14.13868
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,MLD,11.15864
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,MLD,10.62812
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,MLD,10.43759
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,MLD,11.02272
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,MLD,15.2265
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,MLD,22.55996
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,MLD,30.25666
2009-12-01,2009,12,1,Diatom-associated early-year state,MLD,38.53873
2010-01-01,2010,1,1,Diatom-associated early-year state,MLD,42.30539
2010-02-01,2010,2,1,Diatom-associated early-year state,MLD,34.16289
2010-03-01,2010,3,1,Diatom-associated early-year state,MLD,26.98267
2010-04-01,2010,4,1,Diatom-associated early-year state,MLD,15.6813
2010-05-01,2010,5,1,Diatom-associated early-year state,MLD,11.30014
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,MLD,10.71185
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,MLD,10.27925
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,MLD,10.50511
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,MLD,13.27631
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,MLD,21.30025
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,MLD,29.05849
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,MLD,36.55366
2011-01-01,2011,1,1,Diatom-associated early-year state,MLD,46.2741
2011-02-01,2011,2,1,Diatom-associated early-year state,MLD,36.00455
2011-03-01,2011,3,1,Diatom-associated early-year state,MLD,29.14421
2011-04-01,2011,4,1,Diatom-associated early-year state,MLD,13.49117
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,MLD,10.75449
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,MLD,10.29064
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,MLD,10.28893
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,MLD,11.05684
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,MLD,15.3377
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,MLD,21.80725
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,MLD,24.13856
2011-12-01,2011,12,1,Diatom-associated early-year state,MLD,36.68302
2012-01-01,2012,1,1,Diatom-associated early-year state,MLD,43.47984
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,MLD,40.293
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,MLD,24.78451
2012-04-01,2012,4,1,Diatom-associated early-year state,MLD,13.54246
2012-05-01,2012,5,1,Diatom-associated early-year state,MLD,11.19129
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,MLD,10.74303
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,MLD,10.3183
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,MLD,11.27336
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,MLD,15.05735
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,MLD,22.92317
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,MLD,30.03124
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,MLD,35.75925
2013-01-01,2013,1,1,Diatom-associated early-year state,MLD,38.61397
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,MLD,35.99725
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,MLD,23.62805
2013-04-01,2013,4,1,Diatom-associated early-year state,MLD,15.6091
2013-05-01,2013,5,1,Diatom-associated early-year state,MLD,10.81819
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,MLD,10.33597
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,MLD,10.61327
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,MLD,10.78457
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,MLD,14.85085
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,MLD,23.37055
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,MLD,30.7696
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,MLD,36.92234
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,MLD,40.72722
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,MLD,35.96181
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,MLD,24.13649
2014-04-01,2014,4,1,Diatom-associated early-year state,MLD,12.09413
2014-05-01,2014,5,1,Diatom-associated early-year state,MLD,10.9176
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,MLD,10.36191
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,MLD,10.28548
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,MLD,10.65967
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,MLD,13.20464
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,MLD,22.19799
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,MLD,27.93111
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,MLD,37.38982
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,MLD,40.57145
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,MLD,37.6069
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,MLD,22.68333
2015-04-01,2015,4,1,Diatom-associated early-year state,MLD,12.59683
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,MLD,10.623
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,MLD,10.33079
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,MLD,10.49055
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,MLD,11.0856
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,MLD,14.79201
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,MLD,21.79475
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,MLD,25.3899
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,MLD,33.29002
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,MLD,38.2618
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,MLD,36.26432
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,MLD,19.95332
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,MLD,11.07572
2016-05-01,2016,5,1,Diatom-associated early-year state,MLD,10.71238
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,MLD,10.32471
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,MLD,10.35994
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,MLD,11.12265
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,MLD,14.38781
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,MLD,19.25989
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,MLD,27.80135
2016-12-01,2016,12,1,Diatom-associated early-year state,MLD,32.62468
2017-01-01,2017,1,1,Diatom-associated early-year state,MLD,36.72453
2017-02-01,2017,2,1,Diatom-associated early-year state,MLD,38.21252
2017-03-01,2017,3,1,Diatom-associated early-year state,MLD,23.43752
2017-04-01,2017,4,1,Diatom-associated early-year state,MLD,12.24226
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,MLD,10.71483
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,MLD,10.58879
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,MLD,10.26612
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,MLD,10.99319
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,MLD,14.63536
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,MLD,22.12568
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,MLD,30.83147
2017-12-01,2017,12,1,Diatom-associated early-year state,MLD,36.94318
2018-01-01,2018,1,1,Diatom-associated early-year state,MLD,40.91296
2018-02-01,2018,2,1,Diatom-associated early-year state,MLD,38.10453
2018-03-01,2018,3,1,Diatom-associated early-year state,MLD,18.27091
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,MLD,12.17951
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,MLD,10.80109
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,MLD,10.76938
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,MLD,10.5829
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,MLD,11.80913
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,MLD,14.61408
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,MLD,24.29105
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,MLD,27.91416
2018-12-01,2018,12,1,Diatom-associated early-year state,MLD,34.07256
2019-01-01,2019,1,1,Diatom-associated early-year state,MLD,41.40893
2019-02-01,2019,2,1,Diatom-associated early-year state,MLD,38.27085
2019-03-01,2019,3,1,Diatom-associated early-year state,MLD,23.39373
2019-04-01,2019,4,1,Diatom-associated early-year state,MLD,13.28528
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,MLD,11.53117
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,MLD,10.71416
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,MLD,10.29777
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,MLD,11.39305
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,MLD,15.22297
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,MLD,23.80107
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,MLD,30.54651
2019-12-01,2019,12,1,Diatom-associated early-year state,MLD,35.6441
2020-01-01,2020,1,1,Diatom-associated early-year state,MLD,39.62627
2020-02-01,2020,2,1,Diatom-associated early-year state,MLD,34.08411
2020-03-01,2020,3,1,Diatom-associated early-year state,MLD,24.23719
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,MLD,16.64023
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,MLD,10.79582
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,MLD,10.39636
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,MLD,10.50308
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,MLD,11.04017
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,MLD,16.0516
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,MLD,24.8232
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,MLD,28.52605
2020-12-01,2020,12,1,Diatom-associated early-year state,MLD,36.09906
2021-01-01,2021,1,1,Diatom-associated early-year state,MLD,40.6021
2021-02-01,2021,2,1,Diatom-associated early-year state,MLD,32.32248
2021-03-01,2021,3,1,Diatom-associated early-year state,MLD,19.04887
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,MLD,13.97375
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,MLD,11.01019
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,MLD,10.45174
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,MLD,11.09692
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,MLD,11.57255
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,MLD,13.25896
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,MLD,20.63019
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,MLD,26.67451
2021-12-01,2021,12,1,Diatom-associated early-year state,MLD,32.8611
2022-01-01,2022,1,1,Diatom-associated early-year state,MLD,39.81907
2022-02-01,2022,2,1,Diatom-associated early-year state,MLD,40.40937
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,MLD,20.29333
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,MLD,12.85954
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,MLD,11.25072
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,MLD,10.33225
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,MLD,10.33486
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,MLD,11.00023
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,MLD,16.87301
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,MLD,24.71697
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,MLD,27.33835
2022-12-01,2022,12,1,Diatom-associated early-year state,MLD,36.14372
2003-01-01,2003,1,1,Diatom-associated early-year state,SSS,32.569
2003-02-01,2003,2,1,Diatom-associated early-year state,SSS,32.64018
2003-03-01,2003,3,1,Diatom-associated early-year state,SSS,32.66323
2003-04-01,2003,4,1,Diatom-associated early-year state,SSS,32.55077
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,SSS,32.30488
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,SSS,31.93707
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,SSS,31.59149
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,SSS,31.44741
